feature,importance
customer_city_palmas,0.0
customer_city_palmeiras de goias,0.0
customer_city_palmital,0.0
customer_city_para de minas,0.0
customer_city_paracambi,0.0
customer_city_paracatu,0.0
customer_city_paraguacu paulista,0.0
customer_city_paraiso,0.0
customer_city_paranagua,0.0
customer_city_paranaiba,0.0
customer_city_parati,0.0
customer_city_nova aurora,0.0
customer_city_pariquera-acu,0.0
customer_city_parnaiba,0.0
customer_city_parnamirim,0.0
customer_city_passa tres,0.0
customer_city_passagem,0.0
customer_city_passo fundo,0.0
customer_city_pato branco,0.0
customer_city_patos,0.0
customer_city_patrocinio,0.0
customer_city_pau dos ferros,0.0
customer_city_paulista,0.0
customer_city_paulo afonso,0.0
customer_city_paripueira,0.0
customer_city_nova era,0.0
customer_city_nova esperanca do sudoeste,0.0
customer_city_nova friburgo,0.0
customer_city_nova granada,0.0
customer_city_nova iguacu,0.0
customer_city_nova independencia,0.0
customer_city_nova lima,0.0
customer_city_nova odessa,0.0
customer_city_nova padua,0.0
customer_city_nova ponte,0.0
customer_city_nova prata,0.0
customer_city_nova serrana,0.0
customer_city_paco do lumiar,0.0
customer_city_novo progresso,0.0
customer_city_olimpia,0.0
customer_city_olinda,0.0
customer_city_oliveira,0.0
customer_city_oliveira dos brejinhos,0.0
customer_city_orizona,0.0
customer_city_osasco,0.0
customer_city_osorio,0.0
customer_city_osvaldo cruz,0.0
customer_city_ourinhos,0.0
customer_city_ouro fino,0.0
customer_city_ouro preto,0.0
customer_city_nova venecia,0.0
customer_city_sirinhaem,0.0
customer_city_sobradinho,0.0
customer_city_soledade,0.0
customer_city_sombrio,0.0
customer_city_sorocaba,0.0
customer_city_sucesso,0.0
customer_city_sumare,0.0
customer_city_sumidouro,0.0
customer_city_suzano,0.0
customer_city_tabapua,0.0
customer_city_tabira,0.0
customer_city_taboao da serra,0.0
customer_city_taguai,0.0
customer_city_maracanau,0.0
customer_city_taiobeiras,0.0
customer_city_tambau,0.0
customer_city_tangara da serra,0.0
customer_city_tangua,0.0
customer_city_tanhacu,0.0
customer_city_taquarituba,0.0
customer_city_tatui,0.0
customer_city_taubate,0.0
customer_city_telemaco borba,0.0
customer_city_teresina,0.0
customer_city_terra de areia,0.0
customer_city_terra roxa,0.0
customer_city_teutonia,0.0
customer_city_taio,0.0
customer_city_sao miguel do iguacu,0.0
customer_city_sao miguel do oeste,0.0
customer_city_sao miguel do tapuio,0.0
customer_city_sao paulo,0.0
customer_city_sao roque,0.0
customer_city_sao sebastiao,0.0
customer_city_sao sebastiao da boa vista,0.0
customer_city_sao simao,0.0
customer_city_sao vicente,0.0
customer_city_sapezal,0.0
customer_city_sapiranga,0.0
customer_city_sapucai-mirim,0.0
customer_city_sapucaia,0.0
customer_city_sinop,0.0
customer_city_sarzedo,0.0
customer_city_seabra,0.0
customer_city_senador canedo,0.0
customer_city_senador salgado filho,0.0
customer_city_senhor do bonfim,0.0
customer_city_seropedica,0.0
customer_city_serra,0.0
customer_city_serra dos aimores,0.0
customer_city_sertao,0.0
customer_city_sertaozinho,0.0
customer_city_sete barras,0.0
customer_city_sete lagoas,0.0
customer_city_simoes filho,0.0
customer_city_saquarema,0.0
customer_city_uniao da vitoria,0.0
customer_city_uruburetama,0.0
customer_city_uruguaiana,0.0
customer_city_valinhos,0.0
customer_city_valparaiso,0.0
customer_city_valparaiso de goias,0.0
customer_city_vargem alegre,0.0
customer_city_vargem bonita,0.0
customer_city_vargem grande paulista,0.0
customer_city_varginha,0.0
customer_city_varzea da palma,0.0
customer_city_varzea paulista,0.0
customer_city_vassouras,0.0
customer_city_timbo,0.0
customer_city_vere,0.0
customer_city_vertentes,0.0
customer_state_PE,0.0
customer_city_valenca,0.0
customer_city_vicosa,0.0
customer_city_videira,0.0
customer_city_vila velha,0.0
customer_city_viradouro,0.0
customer_city_virginopolis,0.0
customer_city_vitoria,0.0
customer_city_vitoria de santo antao,0.0
customer_city_volta redonda,0.0
customer_city_votuporanga,0.0
customer_city_venancio aires,0.0
customer_city_timoteo,0.0
customer_city_tiradentes do sul,0.0
customer_city_tramandai,0.0
customer_city_travessao,0.0
customer_city_tremembe,0.0
customer_city_tres barras,0.0
customer_city_tres coracoes,0.0
customer_city_tres pontas,0.0
customer_city_tres rios,0.0
customer_city_treze tilias,0.0
customer_city_trindade,0.0
customer_city_triunfo,0.0
customer_city_trombudo central,0.0
customer_city_unai,0.0
customer_city_tucano,0.0
customer_city_tucuma,0.0
customer_city_tupa,0.0
customer_city_tupaciguara,0.0
customer_city_tupancireta,0.0
customer_city_tupandi,0.0
customer_city_uaua,0.0
customer_city_uba,0.0
customer_city_ubatuba,0.0
customer_city_uberaba,0.0
customer_city_uberlandia,0.0
customer_city_umbauba,0.0
customer_city_umuarama,0.0
customer_city_tubarao,0.0
customer_city_salgueiro,0.0
customer_city_salinas da margarida,0.0
customer_city_salto do jacui,0.0
customer_city_sananduva,0.0
customer_city_santa adelia,0.0
customer_city_santa barbara,0.0
customer_city_santa barbara d'oeste,0.0
customer_city_santa cruz cabralia,0.0
customer_city_santa cruz das palmeiras,0.0
customer_city_santa cruz do capibaribe,0.0
customer_city_santa cruz do prata,0.0
customer_city_santa cruz do sul,0.0
customer_city_santa fe do sul,0.0
customer_city_sao miguel do gostoso,0.0
customer_city_santa helena,0.0
customer_city_santa ines,0.0
customer_city_santa isabel,0.0
customer_city_santa isabel do ivai,0.0
customer_city_santa juliana,0.0
customer_city_santa maria,0.0
customer_city_santa maria da boa vista,0.0
customer_city_santa maria da vitoria,0.0
customer_city_santa maria de itabira,0.0
customer_city_santa maria de jetiba,0.0
customer_city_santa rosa,0.0
customer_city_santa vitoria do palmar,0.0
customer_city_santaluz,0.0
customer_city_santa gertrudes,0.0
customer_city_recife,0.0
customer_city_redencao,0.0
customer_city_registro,0.0
customer_city_resende,0.0
customer_city_resplendor,0.0
customer_city_riacho de santana,0.0
customer_city_ribeirao bonito,0.0
customer_city_ribeirao das neves,0.0
customer_city_ribeirao pires,0.0
customer_city_ribeirao preto,0.0
customer_city_rinopolis,0.0
customer_city_rio branco,0.0
customer_city_rio claro,0.0
customer_city_sales oliveira,0.0
customer_city_rio do sul,0.0
customer_city_rio grande,0.0
customer_city_rio grande da serra,0.0
customer_city_rio largo,0.0
customer_city_rio manso,0.0
customer_city_rio negro,0.0
customer_city_rio novo,0.0
customer_city_rio verde,0.0
customer_city_rolandia,0.0
customer_city_rondonopolis,0.0
customer_city_roseira,0.0
customer_city_sabara,0.0
customer_city_sacramento,0.0
customer_city_rio de janeiro,0.0
customer_city_sao joao da parauna,0.0
customer_city_sao joao de meriti,0.0
customer_city_sao joao del rei,0.0
customer_city_sao joao evangelista,0.0
customer_city_sao joao nepomuceno,0.0
customer_city_sao joaquim,0.0
customer_city_sao joaquim da barra,0.0
customer_city_sao joaquim de bicas,0.0
customer_city_sao jorge,0.0
customer_city_sao jose,0.0
customer_city_sao jose da coroa grande,0.0
customer_city_sao jose de ribamar,0.0
customer_city_sao jose do egito,0.0
customer_city_santana,0.0
customer_city_sao jose do rio pardo,0.0
customer_city_sao jose do rio preto,0.0
customer_city_sao jose dos pinhais,0.0
customer_city_sao jose dos quatro marcos,0.0
customer_city_sao leopoldo,0.0
customer_city_sao lourenco,0.0
customer_city_sao lourenco do sul,0.0
customer_city_sao luis do curu,0.0
customer_city_sao luiz gonzaga,0.0
customer_city_sao manuel,0.0
customer_city_sao mateus,0.0
customer_city_sao mateus do sul,0.0
customer_city_sao miguel arcanjo,0.0
customer_city_sao jose do norte,0.0
customer_city_santana do livramento,0.0
customer_city_santana do mundau,0.0
customer_city_santana do paraiso,0.0
customer_city_santarem,0.0
customer_city_santo anastacio,0.0
customer_city_santo angelo,0.0
customer_city_santo antonio da patrulha,0.0
customer_city_santo antonio da platina,0.0
customer_city_santo antonio de jesus,0.0
customer_city_santo antonio de padua,0.0
customer_city_santo antonio de posse,0.0
customer_city_santo antonio do jacinto,0.0
customer_city_santos dumont,0.0
customer_city_sao joao da boa vista,0.0
customer_city_sao bento do sapucai,0.0
customer_city_sao bento do sul,0.0
customer_city_sao caetano do sul,0.0
customer_city_sao carlos,0.0
customer_city_sao domingos,0.0
customer_city_sao fidelis,0.0
customer_city_sao francisco,0.0
customer_city_sao francisco de itabapoana,0.0
customer_city_sao gabriel,0.0
customer_city_sao gabriel da palha,0.0
customer_city_sao gabriel do oeste,0.0
customer_city_sao goncalo,0.0
customer_city_sao gotardo,0.0
customer_city_sao joao batista,0.0
customer_city_sao benedito,0.0
customer_city_cachoeiro de itapemirim,0.0
customer_city_caetanopolis,0.0
customer_city_cafelandia,0.0
customer_city_caiana,0.0
customer_city_caieiras,0.0
customer_city_cajamar,0.0
customer_city_caldas novas,0.0
customer_city_camacari,0.0
customer_city_camaqua,0.0
customer_city_camaragibe,0.0
customer_city_camboriu,0.0
customer_city_cambui,0.0
customer_city_lages,0.0
customer_city_campina grande do sul,0.0
customer_city_campinas,0.0
customer_city_campo alegre,0.0
customer_city_campo bom,0.0
customer_city_campo grande,0.0
customer_city_campo largo,0.0
customer_city_campo limpo paulista,0.0
customer_city_campo maior,0.0
customer_city_campo verde,0.0
customer_city_campos dos goytacazes,0.0
customer_city_candeias,0.0
customer_city_cansancao,0.0
customer_city_cantagalo,0.0
customer_city_campina grande,0.0
customer_city_boa vista,0.0
customer_city_bofete,0.0
customer_city_boituva,0.0
customer_city_bom despacho,0.0
customer_city_bom jardim,0.0
customer_city_bom jardim de goias,0.0
customer_city_bom jesus das selvas,0.0
customer_city_bom jesus do itabapoana,0.0
customer_city_bom jesus do norte,0.0
customer_city_bom principio,0.0
customer_city_bombinhas,0.0
customer_city_bonfim paulista,0.0
customer_city_borborema,0.0
customer_city_cachoeirinha,0.0
customer_city_braganca paulista,0.0
customer_city_brasilia de minas,0.0
